tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,OFFSET,calibrationFactor,relativeVal_WU,realValue_WU_AngleAdj,realValue_WU_MovAvg,realValue_WU_Filt,realValue,realValueFiltered,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT,B_WIFI,BF_WIFI,timeNorm,timeMeasure,timeAlgo,timeTotal,timeSim
755639,756227,756228,52945,-63467,42,116412,116429.1,116480.4,116495.3,2773.698,0,2773.5,0.017314,-0.028047,0.96749,-3.687023,1.229008,-0.687023,-1.024838,-1.660496,28.29471,False,0,0,0,0,0,False,True,False,True,True,95874,588,1,589,95874.97487437185
756316,756903,756903,52838,-63467,42,116305,116337.9,116443.0,116489.5,2773.558,0,2773.5,0.02415,-0.027559,0.973106,-3.396947,-0.167939,-0.114504,-1.421094,-1.622194,28.34176,False,0,0,0,0,0,False,True,False,True,True,96551,587,0,587,96550.15075376884
756990,757578,757579,52543,-63467,42,116010,116073.3,116408.0,116471.3,2773.125,0,2773.0,0.033672,-0.051973,0.975547,-3.381679,-1.641221,-47.48092,-1.974029,-3.049566,28.38882,False,0,0,0,0,0,False,True,False,True,True,97225,588,1,589,97225.32663316582
757665,758253,758254,56178,-63467,42,119645,120601.4,120601.4,120601.4,2871.462,0,2871.5,0.129619,-0.017793,0.980918,-2.137405,-3.534351,26.70992,-7.526249,-1.039177,28.24765,True,0,0,0,0,0,False,True,False,True,True,97900,588,1,589,97900.50251256282
758341,758928,758929,59872,-63467,42,123339,123642.4,123642.4,123642.4,2943.868,0,2944.0,0.071025,0.023467,0.969932,-6.251908,-5.244275,18.96947,-4.186904,1.385957,28.43588,True,0,0,0,0,0,False,True,False,True,True,98576,587,1,588,98575.6783919598
759015,759603,759604,58105,-63467,42,121572,121597.2,121597.2,121597.2,2895.172,0,2895.0,0.020488,-0.005342,0.963828,-4.236641,-2.603053,10.49618,-1.217743,-0.317545,28.34176,True,0,0,0,0,0,False,True,False,True,True,99250,588,1,589,99250.85427135677
759691,760279,760279,53624,-63467,42,117091,117092.5,117092.5,117092.5,2787.916,0,2788.0,0.005107,-0.008271,0.976035,-4.671756,6.282443,-0.045802,-0.299805,-0.485545,28.48294,True,0,0,0,0,0,False,True,False,True,True,99926,588,0,588,99926.03015075377
760366,760954,760955,52953,-63467,42,116420,116599.1,116599.1,116599.1,2776.168,0,2776.0,0.056133,-0.021699,0.969688,-3.770992,-3.29771,6.374046,-3.312179,-1.281922,28.43588,True,0,0,0,0,0,False,True,False,True,True,100601,588,1,589,100601.20603015074
761041,761629,761630,54382,-63467,42,117849,117859.1,117859.1,117859.1,2806.17,0,2806.0,-0.013447,-0.015107,0.982139,-1.274809,-3.755725,1.496183,0.78434,-0.881262,28.38882,True,0,0,0,0,0,False,True,False,True,True,101276,588,1,589,101276.38190954774
761716,762304,762305,54033,-63467,42,117500,117519.6,117519.6,117519.6,2798.085,0,2798.0,0.018535,-0.023408,0.973594,-5.78626,6.366412,-8.129771,-1.09034,-1.377299,28.34176,True,0,0,0,0,0,False,True,False,True,True,101951,588,1,589,101951.55778894472
762392,762979,762980,53700,-63467,42,117167,117252.5,117252.5,117252.5,2791.725,0,2792.0,0.039287,-0.037324,0.985313,-3.503817,-3.0,-0.236641,-2.28169,-2.169356,28.43588,True,0,0,0,0,0,False,True,False,True,True,102627,587,1,588,102626.73366834171
763067,763655,763655,52966,-63467,42,116433,116433.1,116433.1,116433.1,2772.216,0,2772.0,0.000957,-0.031709,0.971152,-1.938931,-3.137405,2.80916,-0.056432,-1.870089,28.38882,True,0,0,0,0,0,False,True,False,True,True,103302,588,0,588,103301.90954773869
