tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,OFFSET,calibrationFactor,relativeVal_WU,realValue_WU_AngleAdj,realValue_WU_MovAvg,realValue_WU_Filt,realValue,realValueFiltered,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,bSync,vccReadBits,vccReadVolts,vccGPIO,vccVolts,ratioVCCMAX,B_DEBUG_MODE,B_SERIALPORT,BF_SERIALPORT,B_WIFI,BF_WIFI,B_BLE,BF_BLE,timeNorm,timeMeasure,timeAlgo,timeTotal,timeSim
1003702,1004286,1004287,146533,-65471,42,212004,212023.8,212033.0,212032.4,5048.39,0,5048.0,0.014141,-0.001924,0.991904,-2.946565,0.618321,-0.664122,-0.816752,-0.111126,24.20059,False,1173.6,0.945758,1.034011,3.192044,0,False,True,False,False,True,False,True,87004,584,1,585,87004.16184971099
1004377,1004961,1004961,146552,-65471,42,212023,212035.7,212033.5,212032.6,5048.396,0,5048.0,0.011211,0.000762,0.982871,-1.709924,-1.21374,-0.603053,-0.653504,0.044404,24.15353,False,1170.7,0.943421,1.031456,3.184156,0,False,True,False,False,True,False,True,87679,584,0,584,87678.612716763
1005051,1005635,1005636,146531,-65471,42,212002,212030.1,212033.3,212033.0,5048.404,0,5048.5,0.016826,-0.003389,0.990195,-2.923664,0.465649,-0.870229,-0.973513,-0.196078,24.24765,False,1171.9,0.944388,1.032514,3.18742,0,False,True,False,False,True,False,True,88353,584,1,585,88353.06358381503
1005726,1006310,1006310,146548,-65471,42,212019,212042.6,212036.0,212033.1,5048.407,0,5048.5,0.015361,-0.007539,0.986533,-1.992366,-0.587786,-0.427481,-0.892054,-0.437843,24.15353,False,1173.4,0.945597,1.033835,3.1915,0,False,True,False,False,True,False,True,89028,584,0,584,89027.51445086705
1006400,1006984,1006985,146555,-65471,42,212026,212038.6,212037.8,212034.2,5048.434,0,5048.5,0.011211,-0.002168,0.985313,-2.671756,-0.091603,-0.862595,-0.651883,-0.126067,24.15353,False,1171.5,0.944066,1.032161,3.186332,0,False,True,False,False,True,False,True,89702,584,1,585,89701.96531791908
1007075,1007659,1007659,146512,-65471,42,211983,212004.3,212032.3,212035.6,5048.467,0,5048.5,0.014629,-0.005586,0.989219,-2.274809,0.229008,-0.450382,-0.847232,-0.323535,24.15353,False,1172.3,0.944711,1.032866,3.188508,0,False,True,False,False,True,False,True,90377,584,0,584,90376.4161849711
1007750,1008333,1008334,146529,-65471,42,212000,212024.0,212028.4,212034.3,5048.436,0,5048.5,0.015605,-0.003145,0.994102,-2.679389,-0.839695,-0.709924,-0.899352,-0.181236,24.05941,False,1172.4,0.944791,1.032954,3.18878,0,False,True,False,False,True,False,True,91052,583,1,584,91050.86705202312
1008424,1009008,1009008,146523,-65471,42,211994,212012.2,212026.8,212032.0,5048.381,0,5048.0,0.013408,-0.000703,0.982383,-2.251908,0.694657,-0.282443,-0.78196,-0.041008,24.15353,False,1172.6,0.944952,1.03313,3.189324,0,False,True,False,False,True,False,True,91726,584,0,584,91725.31791907514
1009098,1009682,1009683,146526,-65471,42,211997,212029.3,212025.9,212030.0,5048.332,0,5048.0,0.017803,-0.011689,0.978232,-2.763359,-1.221374,-0.839695,-1.042527,-0.684626,24.15353,False,1171.9,0.944388,1.032514,3.18742,0,False,True,False,False,True,False,True,92400,584,1,585,92399.76878612717
1009773,1010357,1010357,146560,-65471,42,212031,212068.1,212031.3,212028.4,5048.294,0,5048.0,0.019268,-0.00168,0.987998,-2.076336,0.564886,-0.694657,-1.117216,-0.097408,24.15353,False,1171.6,0.944147,1.032249,3.186604,0,False,True,False,False,True,False,True,93075,584,0,584,93074.21965317919
1010447,1011031,1011032,146524,-65471,42,211995,212020.0,212028.0,212029.5,5048.321,0,5048.0,0.01585,0.000762,0.988486,-2.694656,-0.480916,-0.572519,-0.918612,0.044152,24.29471,False,1170.8,0.943502,1.031544,3.184428,0,False,True,False,False,True,False,True,93749,584,1,585,93748.67052023122
1011121,1011706,1011706,146547,-65471,42,212018,212031.5,212027.0,212028.9,5048.308,0,5048.0,0.011699,-0.001924,0.995078,-2.198473,-0.198473,-0.625954,-0.673598,-0.110772,24.20059,False,1171.6,0.944147,1.032249,3.186604,0,False,True,False,False,True,False,True,94423,585,0,585,94423.12138728323
1011796,1012380,1012381,146719,-65471,42,212190,213454.0,212234.1,212028.2,5048.29,0,5048.0,0.1096,-0.021943,0.961143,3.236641,4.664122,3.473282,-6.503674,-1.307861,24.29471,False,1173.7,0.945839,1.034099,3.192315,0,False,True,False,False,True,False,True,95098,584,1,585,95097.57225433526
