tBeforeMeasure,tAfterMeasure,tAfterAlgo,realValue_WU,OFFSET,calibrationFactor,relativeVal_WU,realValue_WU_AngleAdj,realValue,realValueFiltered,correctedValueFiltered,myAx,myAy,myAz,myGx,myGy,myGz,thetadeg,phideg,myTmp,realWeight,timeNorm
1404125.0,1404658.0,1404659.0,670.0,754.0,42.746101,-84.0,-84.0,-1.9651,-1.9022,0.0,-0.0,-0.07,1.0,45.41,-0.36,-1.5,0.2,-3.76,24.77,104,91635.0
1404819.0,1405352.0,1405353.0,674.0,754.0,42.746101,-80.0,-80.0,-1.87156,-1.92683,0.0,-0.01,-0.07,1.0,45.55,-0.27,-1.51,0.43,-3.98,24.81,104,92329.0
1405514.0,1406047.0,1406047.0,669.0,754.0,42.746101,-85.0,-85.0,-1.98849,-1.90519,0.0,-0.0,-0.06,1.0,45.64,-0.37,-1.44,0.1,-3.46,24.72,104,93024.0
1406208.0,1406741.0,1406741.0,693.0,754.0,42.746101,-61.0,-61.0,-1.42703,-1.9378,0.0,-0.0,-0.06,1.0,45.56,-0.59,-1.33,0.08,-3.42,24.86,104,93718.0
1406902.0,1407435.0,1407436.0,652.0,754.0,42.746101,-102.0,-102.0,-2.3862,-1.73784,0.0,0.0,-0.06,0.99,45.23,-0.44,-1.58,-0.21,-3.71,24.77,104,94412.0
1407596.0,1408129.0,1408130.0,681.0,754.0,42.746101,-73.0,-73.0,-1.70776,-1.99167,0.0,-0.0,-0.05,1.0,45.4,-0.4,-1.51,0.08,-3.04,24.81,104,95106.0
1408290.0,1408823.0,1408824.0,672.0,754.0,42.746101,-82.0,-82.0,-1.91831,-1.88052,0.0,-0.0,-0.06,1.0,45.31,-0.49,-1.44,0.17,-3.7,24.86,104,95800.0
1408985.0,1409518.0,1409518.0,-144.0,754.0,42.746101,-898.0,-898.0,-21.00779,-21.00779,-21.0,-0.0,-0.06,0.99,45.37,-0.09,-1.43,0.08,-3.67,24.77,104,96495.0
1409679.0,1410212.0,1410212.0,685.0,754.0,42.746101,-69.0,-69.0,-1.61418,-1.61418,0.0,-0.0,-0.06,1.0,45.73,-0.47,-1.41,0.04,-3.61,24.81,104,97189.0
1410373.0,1410906.0,1410907.0,693.0,754.0,42.746101,-61.0,-61.0,-1.42703,-1.61418,0.0,-0.0,-0.07,1.0,45.29,-0.3,-1.45,0.06,-3.84,24.91,104,97883.0
1411067.0,1411600.0,1411601.0,692.0,754.0,42.746101,-62.0,-62.0,-1.45043,-1.54091,0.0,0.0,-0.06,1.0,45.35,-0.38,-1.51,-0.18,-3.68,24.67,104,98577.0
1411761.0,1412294.0,1412295.0,686.0,754.0,42.746101,-68.0,-68.0,-1.59079,-1.50549,0.0,-0.0,-0.06,1.0,45.47,-0.66,-1.66,0.03,-3.34,24.77,104,99271.0
1412455.0,1412988.0,1412989.0,670.0,754.0,42.746101,-84.0,-84.0,-1.96509,-1.53888,0.0,-0.0,-0.06,1.0,45.37,-0.3,-1.35,0.11,-3.63,24.86,104,99965.0
1413150.0,1413683.0,1413683.0,675.0,754.0,42.746101,-79.0,-79.0,-1.84813,-1.70575,0.0,-0.0,-0.06,1.0,45.45,-0.47,-1.51,0.15,-3.33,24.81,104,100660.0
1413844.0,1414377.0,1414378.0,649.0,754.0,42.746101,-105.0,-105.0,-2.45636,-1.76149,0.0,-0.0,-0.06,1.0,45.43,-0.33,-1.69,0.01,-3.54,24.86,104,101354.0
1414538.0,1415071.0,1415072.0,-47.0,754.0,42.746101,-801.0,-801.0,-18.73867,-18.73867,-18.0,0.0,-0.07,1.0,45.58,-0.25,-1.48,-0.21,-3.95,24.72,104,102048.0
1415233.0,1415765.0,1415766.0,631.0,754.0,42.746101,-123.0,-123.0,-2.87746,-2.87746,0.0,0.0,-0.06,0.99,45.19,-0.47,-1.51,-0.07,-3.68,24.86,104,102743.0
1415926.0,1416459.0,1416460.0,656.0,754.0,42.746101,-98.0,-98.0,-2.29263,-2.87746,0.0,-0.0,-0.07,1.0,45.4,-0.18,-1.5,0.27,-3.89,24.86,104,103436.0
1416620.0,1417154.0,1417154.0,653.0,754.0,42.746101,-101.0,-101.0,-2.36279,-2.6485,0.0,-0.0,-0.07,1.0,45.37,-0.53,-1.58,0.04,-3.9,24.86,104,104130.0
1417315.0,1417848.0,1417848.0,639.0,754.0,42.746101,-115.0,-115.0,-2.69031,-2.53664,0.0,-0.0,-0.08,1.0,45.32,-0.21,-1.53,0.07,-4.31,24.77,104,104825.0
1418009.0,1418542.0,1418543.0,677.0,754.0,42.746101,-77.0,-77.0,-1.80133,-2.5968,0.0,0.0,-0.06,0.99,45.4,-0.22,-1.52,0.0,-3.61,24.77,104,105519.0
1418703.0,1419236.0,1419237.0,659.0,754.0,42.746101,-95.0,-95.0,-2.22243,-2.28538,0.0,-0.0,-0.06,1.0,45.46,-0.56,-1.5,0.11,-3.73,24.91,104,106213.0
1419397.0,1419930.0,1419931.0,646.0,754.0,42.746101,-108.0,-108.0,-2.52657,-2.26073,0.0,0.0,-0.07,1.0,45.31,-0.3,-1.51,-0.24,-3.88,24.81,104,106907.0
1420092.0,1420624.0,1420625.0,644.0,754.0,42.746101,-110.0,-110.0,-2.57334,-2.36481,0.0,-0.0,-0.06,1.0,45.38,-0.49,-1.54,0.17,-3.4,24.81,104,107602.0
1420786.0,1421318.0,1421319.0,659.0,754.0,42.746101,-95.0,-95.0,-2.22244,-2.44645,0.0,-0.0,-0.06,1.0,45.38,-0.46,-1.51,0.2,-3.46,24.81,104,108296.0
1421480.0,1422012.0,1422013.0,648.0,754.0,42.746101,-106.0,-106.0,-2.47976,-2.35875,0.0,-0.0,-0.07,1.0,45.54,-0.4,-1.59,0.06,-3.9,24.77,104,108990.0
1422174.0,1422707.0,1422707.0,641.0,754.0,42.746101,-113.0,-113.0,-2.64352,-2.40612,0.0,-0.0,-0.07,0.99,45.42,-0.63,-1.51,0.08,-4.08,24.77,104,109684.0
1422868.0,1423401.0,1423401.0,658.0,754.0,42.746101,-96.0,-96.0,-2.24583,-2.49906,0.0,-0.0,-0.06,1.0,45.62,-0.4,-1.45,0.17,-3.59,24.77,104,110378.0
1423562.0,1424095.0,1424096.0,641.0,754.0,42.746101,-113.0,-113.0,-2.64353,-2.39992,0.0,0.0,-0.06,1.0,45.27,-0.56,-1.53,-0.18,-3.4,24.86,104,111072.0
1424256.0,1424789.0,1424790.0,650.0,754.0,42.746101,-104.0,-104.0,-2.43299,-2.49529,0.0,-0.0,-0.06,1.0,45.28,-0.31,-1.53,0.24,-3.42,24.86,104,111766.0
1424950.0,1425483.0,1425484.0,672.0,754.0,42.746101,-82.0,-82.0,-1.91833,-2.4709,0.0,-0.01,-0.06,1.0,45.34,-0.72,-1.5,0.29,-3.59,24.86,104,112460.0
1425644.0,1426177.0,1426178.0,665.0,754.0,42.746101,-89.0,-89.0,-2.08208,-2.25457,0.0,-0.0,-0.06,1.0,45.35,-0.09,-1.6,0.28,-3.28,24.81,104,113154.0
1426338.0,1426871.0,1426872.0,84.0,754.0,42.746101,-670.0,-670.01,-15.67408,-15.67408,-15.0,0.0,-0.06,1.0,45.28,-0.5,-1.58,-0.25,-3.16,24.86,104,113848.0
1427033.0,1427566.0,1427566.0,566.0,754.0,42.746101,-188.0,-188.0,-4.39806,-4.39806,0.0,-0.0,-0.06,1.0,45.4,-0.37,-1.62,0.04,-3.55,24.77,104,114543.0
1427727.0,1428260.0,1428260.0,660.0,754.0,42.746101,-94.0,-94.0,-2.19903,-4.39806,0.0,0.0,-0.07,0.99,45.36,-0.53,-1.67,-0.08,-3.85,24.77,104,115237.0
1428421.0,1428954.0,1428954.0,653.0,754.0,42.746101,-101.0,-101.0,-2.3628,-3.53714,0.0,0.0,-0.06,1.0,45.36,-0.38,-1.44,-0.17,-3.36,24.81,104,115931.0
1429115.0,1429648.0,1429649.0,636.0,754.0,42.746101,-118.0,-118.0,-2.76049,-3.07739,0.0,-0.0,-0.07,1.0,45.34,-0.66,-1.73,0.08,-3.9,24.77,104,116625.0
1429809.0,1430342.0,1430343.0,665.0,754.0,42.746101,-89.0,-89.0,-2.08207,-2.95332,0.0,-0.0,-0.06,1.0,45.26,-0.44,-1.46,0.15,-3.44,24.91,104,117319.0
1430503.0,1431036.0,1431037.0,671.0,754.0,42.746101,-83.0,-83.0,-1.9417,-2.61223,0.0,-0.0,-0.06,1.0,45.53,-0.47,-1.63,0.04,-3.2,24.81,104,118013.0
1431197.0,1431730.0,1431731.0,669.0,754.0,42.746101,-85.0,-85.0,-1.98849,-2.34971,0.0,0.0,-0.06,1.0,45.5,-0.34,-1.57,-0.03,-3.47,24.77,104,118707.0
1431892.0,1432425.0,1432425.0,669.0,754.0,42.746101,-85.0,-85.0,-1.98849,-2.20829,0.0,-0.0,-0.06,0.99,45.49,-0.31,-1.59,0.11,-3.71,24.77,104,119402.0
1432586.0,1433119.0,1433119.0,648.0,754.0,42.746101,-106.0,-106.0,-2.47976,-2.12224,0.0,0.0,-0.06,1.0,45.24,-0.34,-1.49,0.0,-3.58,24.77,104,120096.0
1433280.0,1433813.0,1433814.0,658.0,754.0,42.746101,-96.0,-96.0,-2.24582,-2.26221,0.0,-0.0,-0.07,0.99,45.69,-0.06,-1.44,0.07,-3.96,24.77,104,120790.0
1433974.0,1434507.0,1434508.0,657.0,754.0,42.746101,-97.0,-97.0,-2.26922,-2.25579,0.0,-0.0,-0.07,1.0,45.34,-0.47,-1.52,0.11,-4.26,24.86,104,121484.0
1434668.0,1435201.0,1435202.0,663.0,754.0,42.746101,-91.0,-91.0,-2.12885,-2.26105,0.0,-0.0,-0.06,0.99,45.57,-0.61,-1.52,0.01,-3.62,24.77,104,122178.0
1435362.0,1435895.0,1435896.0,661.0,754.0,42.746101,-93.0,-93.0,-2.17564,-2.20929,0.0,0.0,-0.06,1.0,45.34,-0.5,-1.45,-0.11,-3.62,24.86,104,122872.0
1436056.0,1436589.0,1436590.0,667.0,754.0,42.746101,-87.0,-87.0,-2.03527,-2.19612,0.0,-0.0,-0.05,1.0,45.58,-0.08,-1.49,0.07,-3.06,24.81,104,123566.0
1436751.0,1437284.0,1437284.0,149.0,754.0,42.746101,-605.0,-605.0,-14.15335,-14.15335,-14.0,-0.0,-0.07,1.0,45.53,-0.44,-1.54,0.08,-4.05,24.77,104,124261.0
1437445.0,1437978.0,1437978.0,450.0,754.0,42.746101,-304.0,-304.01,-7.11188,-7.11188,-7.0,-0.01,-0.07,1.0,45.56,-0.54,-1.37,0.35,-3.74,24.86,104,124955.0
1438139.0,1438672.0,1438673.0,664.0,754.0,42.746101,-90.0,-90.0,-2.10546,-2.10546,0.0,0.0,-0.07,0.99,45.49,-0.46,-1.67,-0.11,-3.97,24.91,104,125649.0
1438833.0,1439366.0,1439367.0,651.0,754.0,42.746101,-103.0,-103.0,-2.40958,-2.10546,0.0,0.0,-0.06,1.0,45.6,-0.5,-1.64,-0.1,-3.5,24.81,104,126343.0
1439527.0,1440060.0,1440061.0,681.0,754.0,42.746101,-73.0,-73.0,-1.70776,-2.22452,0.0,0.0,-0.05,1.0,45.5,-0.38,-1.46,-0.08,-2.8,24.77,104,127037.0
1440221.0,1440754.0,1440755.0,661.0,754.0,42.746101,-93.0,-93.0,-2.17564,-2.02221,0.0,-0.0,-0.07,1.0,45.43,-0.47,-1.68,0.14,-4.05,24.77,104,127731.0
