61934,	0.2913,	0.0000,	61380,	61933,	0.3846,	0.0000,	0,	0,	-61.7977,	5148.0000,	5130.00,	0,	3755,	3.73,	-0.02,	-0.01,	1.01,	28.94,	-0.07,	-1.85,	1.15,	-0.53,	24.20,	24.34,	-0.11,	
62584,	0.3236,	0.0000,	62029,	62582,	0.3480,	0.0000,	0,	0,	-61.7977,	5148.0000,	5128.00,	0,	3755,	3.75,	-0.02,	-0.01,	1.00,	29.08,	-0.24,	-2.22,	1.36,	-0.43,	24.25,	24.34,	-0.07,	
63234,	1.3431,	0.0000,	62680,	63233,	0.3385,	0.0000,	0,	0,	-61.7977,	5148.0000,	5065.00,	0,	3755,	3.81,	-0.02,	0.01,	1.01,	29.29,	-0.30,	-1.43,	1.03,	0.47,	24.20,	24.34,	-0.11,	
63884,	-0.4693,	0.0000,	63330,	63883,	0.7318,	0.0000,	0,	0,	-61.7977,	5148.0000,	5177.00,	0,	3755,	3.85,	-0.02,	-0.00,	1.01,	28.95,	-0.03,	-1.24,	0.88,	-0.13,	24.25,	24.34,	-0.07,	
64534,	-0.3722,	0.0000,	63980,	64533,	0.2616,	0.0000,	0,	0,	-61.7977,	5148.0000,	5171.00,	0,	3755,	3.73,	-0.02,	0.00,	1.01,	28.92,	0.02,	-2.25,	1.17,	0.28,	24.06,	24.34,	-0.21,	
65184,	0.9062,	0.0000,	64629,	65182,	0.0135,	0.0000,	0,	0,	-61.7977,	5148.0000,	5092.00,	0,	3755,	3.92,	-0.02,	-0.00,	1.00,	29.02,	-0.21,	-2.06,	1.13,	-0.24,	24.15,	24.34,	-0.14,	
65833,	0.6473,	0.0000,	65280,	65832,	0.3630,	0.0000,	0,	0,	-61.7977,	5148.0000,	5108.00,	0,	3755,	3.81,	-0.01,	-0.00,	1.01,	28.91,	-0.22,	-1.17,	0.85,	-0.03,	24.29,	24.34,	-0.04,	
66484,	0.6635,	0.0000,	65930,	66483,	0.4743,	0.0000,	0,	0,	-61.7977,	5148.0000,	5107.00,	0,	3755,	3.82,	-0.01,	-0.01,	1.00,	28.95,	-0.18,	-1.63,	0.64,	-0.35,	24.25,	24.34,	-0.07,	
67134,	-0.8576,	0.0000,	66579,	67132,	0.5483,	0.0000,	0,	0,	-61.7977,	5148.0000,	5201.00,	0,	3755,	3.75,	-0.02,	0.00,	1.01,	28.96,	-0.24,	-2.15,	0.89,	0.10,	24.25,	24.34,	-0.07,	
67783,	0.3236,	0.0000,	67229,	67782,	-0.0021,	0.0000,	0,	0,	-61.7977,	5148.0000,	5128.00,	0,	3755,	3.86,	-0.01,	0.00,	1.00,	28.93,	-0.08,	-1.74,	0.78,	0.25,	24.25,	24.34,	-0.07,	
68433,	-0.4693,	0.0000,	67879,	68432,	0.1254,	0.0000,	0,	0,	-61.7977,	5148.0000,	5177.00,	0,	3755,	3.81,	-0.02,	-0.01,	1.01,	29.07,	0.02,	-1.24,	1.03,	-0.33,	24.29,	24.34,	-0.04,	
69084,	0.1456,	0.0000,	68530,	69082,	-0.1074,	0.0000,	0,	0,	-61.7977,	5148.0000,	5139.00,	0,	3755,	3.81,	-0.02,	-0.00,	1.01,	29.06,	-0.04,	-1.78,	0.90,	-0.14,	24.15,	24.34,	-0.14,	
69733,	0.5502,	0.0000,	69179,	69732,	-0.0083,	0.0000,	0,	0,	-61.7977,	5148.0000,	5114.00,	0,	3755,	3.71,	-0.01,	-0.00,	1.01,	28.98,	-0.12,	-2.27,	0.82,	-0.17,	24.29,	24.34,	-0.04,	
70383,	1.2136,	0.0000,	69829,	70382,	0.2103,	0.0000,	0,	0,	-61.7977,	5148.0000,	5073.00,	0,	3755,	3.84,	-0.01,	-0.01,	1.01,	28.98,	-0.06,	-1.55,	0.82,	-0.46,	24.20,	24.34,	-0.11,	
71033,	0.6796,	0.0000,	70479,	71031,	0.6031,	0.0000,	0,	0,	-61.7977,	5148.0000,	5106.00,	0,	3755,	3.81,	-0.01,	-0.00,	1.01,	28.90,	-0.13,	-1.36,	0.70,	-0.15,	24.34,	24.34,	0.00,	
71683,	0.8415,	0.0000,	71129,	71682,	0.6331,	0.0000,	0,	0,	-61.7977,	5148.0000,	5096.00,	0,	3755,	3.70,	-0.02,	-0.00,	1.00,	28.97,	-0.11,	-2.07,	0.95,	-0.28,	24.25,	24.34,	-0.07,	
72333,	2.1522,	0.0000,	71779,	72332,	0.7147,	0.0000,	0,	0,	-61.7977,	5148.0000,	5015.00,	0,	3755,	3.85,	-0.02,	0.01,	1.00,	29.02,	-0.31,	-2.08,	1.20,	0.64,	24.25,	24.34,	-0.07,	
72983,	1.0033,	0.0000,	72429,	72981,	1.2774,	0.0000,	0,	0,	-61.7977,	5148.0000,	5086.00,	0,	3755,	3.85,	-0.02,	0.01,	1.01,	29.12,	-0.15,	-1.43,	0.86,	0.44,	24.20,	24.34,	-0.11,	
73632,	2.2655,	0.0000,	73078,	73631,	1.1701,	0.0000,	0,	0,	-61.7977,	5148.0000,	5008.00,	0,	3755,	3.84,	-0.01,	-0.00,	1.00,	29.11,	-0.05,	-1.44,	0.85,	-0.18,	24.25,	24.34,	-0.07,	
74283,	0.2265,	0.0000,	73729,	74281,	1.5989,	0.0000,	0,	0,	-61.7977,	5148.0000,	5134.00,	0,	3755,	3.85,	-0.02,	-0.00,	1.01,	28.99,	-0.09,	-1.95,	1.09,	-0.18,	24.29,	24.34,	-0.04,	
74933,	0.5987,	0.0000,	74379,	74931,	1.0616,	0.0000,	0,	0,	-61.7977,	5148.0000,	5111.00,	0,	3755,	3.85,	-0.01,	-0.00,	1.01,	29.00,	0.00,	-1.75,	0.58,	-0.11,	24.25,	24.34,	-0.07,	
